Paragraph,DOI,Journal_Name,Journal_Year,Genuine_or_Ai,,,,,,,,,,
"Back-shoring is widely promoted by the European Union as a response to employment stagnation and as a means to shield the EU economy from undesirable dependencies, as part of its “Open Strategic Autonomy” policy. However, the return of manufacturing activities to their home regions carries both positive and negative consequences. This paper focuses on the social impacts of back-shoring at the local level, specifically examining its effects on the wages of high- and low-skilled workers in the manufacturing sector at the NUTS2 level. Our findings reveal a ""double dark side"" to back-shoring: a detrimental effect on the wages of low-skilled workers and no significant effect on high-skilled workers. The adverse impact on low-skilled wages is particularly concentrated in economically disadvantaged regions, while the benefits for high-skilled workers are more prominent in wealthier areas. These results point to an increase in regional inequalities, both within and between regions. Understanding these negative effects is crucial for developing policies to mitigate them effectively.",10.1016/j.gcrs.2024.100001,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The European Union strongly supports back-shoring as a solution to employment challenges and as a safeguard for the EU economy against excessive external dependence, under its “Open Strategic Autonomy” framework. However, the relocation of industrial activities back to their original sites is not without its drawbacks. This paper explores the local-level social consequences of back-shoring, focusing on its impact on the wages of high- and low-skilled workers in the manufacturing sector at the NUTS2 level. The analysis uncovers a “double dark side” of back-shoring: a negative impact on low-skilled workers’ wages and a neutral effect on high-skilled workers. Moreover, the detrimental effects on low-skilled wages are more pronounced in less developed regions, while the benefits for high-skilled workers are concentrated in more economically advanced areas. These findings suggest that back-shoring may exacerbate regional inequalities, both within and between regions. Acknowledging these costs is crucial to designing effective mitigating policies to address these disparities",10.1016/j.gcrs.2024.100001,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Place-based policies had a bad reputation for decades, if they received any attention at all. This has recently changed, for two reasons. First, many countries have experienced political backlashes from rising spatial economic disparities. Populist movements received the highest support in economically backward regions, which had been hit by severe local shocks. By trying to foster spatial economic cohesion, regional policies have become an attempt to insure against those political trends and to save liberal democracies altogether. Second, recent theoretical and empirical research has challenged the leading paradigm of spatial equilibrium analysis, according to which place-based policies are an inefficient interference into the market-based resource allocation. In this paper, I review those arguments and how their balance has changed over time. I argue that the demand for place-based policies is likely to increase in the future, as new digital technologies might reinforce urban-rural divides. But even if the general case for place-based policies now seems to be more widely accepted, the question remains what exactly should be done and which type of programs generate the highest return. Digging through the vast evaluation literature, I try to derive some robust lessons how to conduct place-based policies in practise.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"For many years, place-based policies were largely ignored or criticized, but this perception has shifted in recent times for two main reasons. First, rising spatial economic disparities have led to political backlash in many countries, with populist movements gaining the most support in economically disadvantaged regions suffering from severe local shocks. As a result, regional policies have become a way to combat these political trends and protect liberal democracies. Second, recent theoretical and empirical studies have questioned the prevailing spatial equilibrium analysis, which viewed place-based policies as inefficient interference in market-driven resource allocation. In this paper, I review these arguments and how the balance of perspectives has evolved over time. I argue that demand for place-based policies is likely to rise in the future, as new digital technologies may exacerbate the urban-rural divide. While the case for place-based policies is now more widely accepted, the question of which specific programs yield the highest returns remains. By examining the extensive evaluation literature, I aim to extract robust lessons for effectively implementing place-based policies in practice.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Place-based policies, which once had a negative reputation, have seen a resurgence in attention for two key reasons. First, rising spatial economic inequalities have triggered political backlashes, particularly in economically struggling regions where populist movements have gained momentum in response to severe local shocks. Regional policies have thus emerged as a strategy to address these political challenges and safeguard liberal democracies. Second, new theoretical and empirical findings have challenged the dominant spatial equilibrium analysis, which deemed place-based policies an inefficient form of market intervention. In this paper, I review these evolving arguments and their changing influence over time. I suggest that the demand for place-based policies will likely increase in the future, especially as digital technologies may further deepen urban-rural divides. While place-based policies are now more widely accepted, the question remains: which types of programs offer the greatest return? By reviewing the vast body of evaluation literature, I aim to draw valuable lessons on how to implement place-based policies effectively in practice.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"For decades, place-based policies were largely overlooked or criticized, but their reputation has recently improved for two main reasons. First, political backlashes arising from increasing spatial economic disparities have been particularly pronounced in regions hit by severe local shocks, where populist movements have gained support. In response, regional policies have become a way to mitigate these political challenges and protect liberal democracies. Second, recent theoretical and empirical research has challenged the traditional view of spatial equilibrium analysis, which dismissed place-based policies as an inefficient interference with market forces. In this paper, I explore these evolving arguments and the shifting perspectives over time. I contend that the demand for place-based policies will likely rise in the future, particularly as digital technologies may exacerbate the urban-rural divide. While the general case for place-based policies seems to be gaining wider acceptance, the key question remains: what specific actions should be taken, and which programs generate the highest returns? By reviewing a wealth of evaluation literature, I aim to extract practical lessons for implementing place-based policies effectively",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The future pace of productivity growth is crucial for the world economy. Unfortunately, however, the rate of productivity growth has been markedly declining over the past decades, especially in advanced economies, from an annual growth rate of around 3 percent in the 1960s to well below 1 percent today. This productivity slowdown poses a major challenge for OECD countries, especially in the wake of the demographic outlook, where the gap of a smaller active working population must be filled in order to support the growing share of pensioners. Some parts of the recorded productivity slowdown may be a statistical artefact, since the measurement of productivity is more difficult for services (especially for digital ones) than for manufacturing. But the consensus in the literature seems to be that those measurement problems can at best account for 20–30 percent of the recorded slowdown. The rest is real.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"The trajectory of global productivity growth holds significant implications for the world economy. Unfortunately, productivity growth rates have steadily declined over recent decades, particularly in advanced economies, dropping from around 3% annually in the 1960s to below 1% today. This slowdown presents a pressing challenge for OECD nations, especially given demographic shifts requiring a shrinking workforce to sustain an increasing number of retirees. While some of the observed decline may stem from measurement difficulties—particularly in quantifying productivity in digital services compared to manufacturing—these statistical issues likely explain only 20–30% of the slowdown. The remainder reflects a genuine and substantial economic trend.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The world economy is facing a major challenge due to the continuous decline in productivity growth, particularly in developed nations, where annual rates have dropped from around 3% in the 1960s to under 1% today. This downward trend is especially concerning for OECD countries, where demographic changes mean fewer workers must support a growing elderly population. Some of this slowdown can be attributed to measurement difficulties, especially in service and digital sectors, but these factors explain only about 20–30% of the issue. The remaining decline is a tangible and pressing economic reality.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Global productivity growth has seen a significant downturn in recent decades, particularly in advanced economies, where the annual growth rate has fallen from approximately 3% in the 1960s to less than 1% today. This decline poses a critical challenge for OECD nations, as demographic shifts necessitate that a diminishing workforce supports a rising number of retirees. While part of this slowdown may be attributed to measurement challenges—especially in capturing productivity within digital services compared to traditional manufacturing—these issues account for only 20–30% of the decline. The majority of the downturn represents a real and concerning economic trend.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Thesis and antithesis – secular stagnation versus golden age – seem to contradict each other in a fundamental way. But the discussion in the scientific literature suggests that, actually, both phenomena happen at the same time, just in different parts of the economy: the majority of firms, industries, and regions faces secular stagnation, but for others the golden age has already started and is likely to continue. In other words, we are facing rising productivity dispersion.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"The apparent contradiction between secular stagnation and a golden age of growth may not be as stark as it seems. Research suggests that both phenomena coexist, unfolding in different segments of the economy. While most firms, industries, and regions struggle with stagnation, others are already experiencing rapid growth and innovation. This divergence highlights an increasing dispersion in productivity, where certain sectors flourish while others lag behind.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Although secular stagnation and a golden age of economic expansion seem fundamentally opposed, they may, in fact, be occurring simultaneously. The academic discussion indicates that while many industries and regions face stagnation, select firms and sectors are experiencing robust growth and high productivity. This suggests a growing divide in economic performance, with some areas thriving while others fall behind.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Rather than being mutually exclusive, secular stagnation and a golden age of economic growth appear to be unfolding in parallel. A growing body of research indicates that while a large share of firms, industries, and regions are experiencing stagnation, certain sectors have entered a period of accelerated growth and productivity. This points to a widening gap in economic performance across different areas of the economy",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Recent research has revealed that, in many industries, those superstars have departed even further from the bulk of normal competitors over time. Often those divergent trends – higher productivity growth in leading firms that were already most productive to begin with – were accompanied by a reallocation of market shares and industry profits towards those leading firms, with notable implications for competition, market power, and the income distribution.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"Recent studies indicate that in many industries, the most productive firms—the so-called superstars—have pulled even further ahead of their competitors over time. This growing gap in productivity has often been accompanied by a concentration of market share and profits in the hands of these leading firms. As a result, competition dynamics, market power distribution, and income inequality have been significantly affected.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Research suggests that top-performing firms in various industries have continued to outpace their competitors, widening the productivity gap. This trend has coincided with an increasing concentration of market share and profits among these dominant firms. Such shifts have profound implications for market competition, corporate power structures, and economic inequality.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Studies reveal that leading firms in many industries are not only maintaining their edge but accelerating further ahead of their competitors. This trend is often accompanied by a redistribution of market shares and profits toward these frontrunners, reshaping industry landscapes. The resulting shifts in competition, market dominance, and income distribution highlight the growing influence of superstar firms",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"This increasing dispersion of productivity and profits across firms has broader implications for society. On the one hand, a tougher firm selection can raise consumer welfare, because more productive firms typically offer better and cheaper products as they pass on their cost advantages at least partly to consumers. More productive firms typically also pay higher wages, which pushes up the earnings of employees in those firms. At the same time, this can lead to a widening dispersion in household incomes when wages in other, non-superstar firms tend to stagnate or even decline in the process of rising market concentration. This becomes more likely when the dominance of superstar firms becomes so prevalent that it discourages the investment efforts of laggard firms, who see no realistic chance to challenge incumbent market leaders and who consequently refrain from investments in process and product innovations even at ultra-low interest rates.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"The widening gap in productivity and profitability among firms carries significant societal consequences. On the positive side, tougher competition favors more productive firms, which often results in better, more affordable products for consumers and higher wages for employees in these firms. However, this growing divide also exacerbates income inequality, as wages in less competitive firms stagnate or decline. The problem intensifies when dominant firms discourage weaker competitors from investing in innovation, leading to reduced overall market dynamism despite historically low interest rates.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"As productivity and profitability disparities grow, the effects ripple through society in complex ways. Consumers may benefit from lower prices and better products as leading firms leverage cost efficiencies, and employees in these firms may enjoy higher wages. However, this advantage is not evenly distributed—workers in less competitive firms face stagnating or declining wages, widening income inequality. Moreover, if lagging firms perceive market leaders as unbeatable, they may curb innovation and investment, stifling economic dynamism even in a low-interest-rate environment.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The increasing gap between high-performing and struggling firms has far-reaching societal effects. While consumers may gain from enhanced product quality and affordability, and employees in top firms may see wage growth, the downside is a growing wage disparity. In industries where dominant firms hold overwhelming market power, weaker competitors may lose the incentive to invest in innovation, leading to an overall slowdown in economic progress despite favorable financial conditions.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Another key aspect for those recent trends is their spatial dimension. Superstar firms are not randomly distributed across space, but they are predominantly concentrated in large metropolitan areas. The bulk of normal firms, which fall behind in their productivity performance, are by contrast often located in remote and economically backward regions. Rising productivity dispersion across firms, thus, can go hand in hand with rising regional inequalities: superstar cities hosting superstar firms forge ahead in terms of their productivity. Economically remote and backward locations, which mainly host normal firms, fall further behind.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"The geographic concentration of superstar firms adds another layer to rising economic disparities. These highly productive firms are primarily clustered in major metropolitan areas, while less competitive firms tend to be located in economically lagging regions. As a result, the growing gap in firm productivity is mirrored by widening regional inequalities—superstar cities continue to thrive, while remote and economically disadvantaged areas struggle to keep pace.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The uneven distribution of superstar firms across regions amplifies economic imbalances. High-performing firms are largely concentrated in major urban centers, benefiting from access to talent, infrastructure, and capital. Meanwhile, less productive firms, often located in remote or struggling regions, fall further behind. This spatial divergence in firm success not only deepens regional inequalities but also reinforces existing economic divides, making it increasingly difficult for lagging areas to catch up.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Rising productivity dispersion is not just a firm-level phenomenon; it also has a strong spatial component. Superstar firms tend to be concentrated in major metropolitan areas, where they benefit from network effects and access to skilled labor. In contrast, economically weaker regions, which predominantly house less productive firms, continue to fall behind. This trend exacerbates regional disparities, as thriving cities accelerate their economic progress while remote areas struggle to keep up",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The German economy still has a notable East-West divide even 30 years after reunification. Yet it is not dominated by one urban giant, but is relatively decentralized especially within the former Western Germany. There, thriving metropolitan areas such as Munich, Frankfurt or Hamburg co-exist with several highly successful small and medium-sized cities.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"More than three decades after reunification, Germany still grapples with economic disparities between East and West. However, unlike countries with a single dominant urban center, Germany’s economic strength is dispersed across multiple regions. The former West, in particular, features a mix of major metropolitan areas like Munich, Frankfurt, and Hamburg, coexisting with numerous prosperous mid-sized cities, contributing to a more distributed economic landscape",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Despite reunification over 30 years ago, Germany still experiences a distinct East-West economic divide. However, unlike some countries with a single dominant metropolis, Germany’s economic landscape remains relatively decentralized—particularly in the former West. Cities like Munich, Frankfurt, and Hamburg thrive alongside numerous smaller yet highly successful urban centers, showcasing a more balanced distribution of economic power.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Germany’s economy continues to reflect an East-West divide, even decades after reunification. However, what sets it apart is its decentralized structure, especially in the western part of the country. Rather than being dominated by a single megacity, Germany boasts multiple thriving metropolitan hubs—such as Munich, Frankfurt, and Hamburg—alongside a strong network of smaller, yet economically vibrant, cities.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"First, after the German division in 1946, many prominent German companies (for example Siemens or Allianz) had to escape from the satellite-city of Berlin, and to resettle to some other location in Western Germany. Obviously, after the German re-unification in 1990, those headquarters were locked in and did not return, safe for some representative secondary offices that were opened up in Berlin. Lock-in effects were also present in other instances, such as the country's major airport, which similarly did not revert back but remained in Frankfurt.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"Following Germany’s division in 1946, several major companies, including Siemens and Allianz, were forced to relocate from Berlin to Western Germany. When reunification occurred in 1990, these firms remained locked into their new locations, only establishing secondary offices in Berlin rather than returning their headquarters. Similar lock-in effects were seen in other areas, such as aviation, where Frankfurt retained its status as Germany’s primary airport rather than ceding it back to Berlin.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The division of Germany in 1946 prompted many leading companies, such as Siemens and Allianz, to move their headquarters from Berlin to Western Germany. By the time reunification happened in 1990, these firms had already cemented their presence elsewhere, opting to maintain only secondary offices in Berlin rather than relocating back. The same trend was evident in other sectors, as demonstrated by Frankfurt’s continued dominance as Germany’s main airport, despite Berlin’s historical significance.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"When Germany was divided in 1946, many of its top companies, including Siemens and Allianz, had to abandon Berlin and establish new bases in the West. By the time reunification took place in 1990, these firms had become firmly rooted in their new locations and saw no incentive to return, aside from setting up branch offices in Berlin. This lock-in effect extended beyond corporations—Frankfurt, for instance, remained Germany’s primary airport rather than shifting back to Berlin",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Yet, apart from these historical coincidences, the economic geography in Germany is different from most other countries because of its distinct focus on manufacturing value chains and closely related business services. An integral part of this business model are small and medium-sized firms that are highly specialized on specific parts or niche products. They sell those products to manufacturing networks both domestically and abroad, and many have a dominant position in global markets (among the 3 leading firms worldwide) in their particular branch. Simon (1996) has coined the term “hidden champions” for those type of firms: small, successful, but quite unknown to the general public. Germany has disproportionally many (around 1500) of such firms by international comparison.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"Germany's economic geography stands out due to its emphasis on manufacturing value chains and interconnected business services. Unlike many other nations, its economic strength relies on highly specialized small and medium-sized enterprises (SMEs) that focus on niche products and components. These firms, integral to domestic and international manufacturing networks, often hold leading global positions in their specific sectors. Simon (1996) termed them ""hidden champions""—small yet dominant businesses that remain relatively unknown to the general public. With approximately 1,500 such firms, Germany has a disproportionately high number compared to other countries, highlighting the unique structure of its industrial landscape.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,204,1,,,,,,,,,,
"Germany's industrial landscape is distinguished by its reliance on specialized small and medium-sized enterprises (SMEs) that serve as critical links in global manufacturing value chains. Unlike many economies that concentrate economic power in a few large corporations or urban hubs, Germany's strength lies in these highly focused firms that excel in niche markets. Simon (1996) coined the term ""hidden champions"" to describe these businesses—small in size but globally dominant in their fields. With around 1,500 such firms, Germany leads internationally in this category, showcasing a unique model of economic decentralization and industrial specialization.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Germany's economic framework stands out due to its emphasis on specialized small and medium-sized enterprises (SMEs), which play a crucial role in global manufacturing networks. Unlike economies that centralize industrial power in major corporations or metropolitan areas, Germany thrives on its network of niche-focused firms. Simon (1996) introduced the term ""hidden champions"" to describe these small yet globally dominant businesses. With approximately 1,500 such firms, Germany has an exceptionally high concentration of these market leaders, reinforcing its distinctive model of industrial specialization and regional economic distribution.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The key feature for economic geography is that those hidden champions are not highly spatially concentrated. As the map from The Economist (9.2.2019) shows, hidden champions are relatively spread across Western Germany. The majority is still placed in adjacency to big cities, but many are located (partly also for historical coincidence) somewhere in the countryside. Take Vechta as an example, which is both small (31,000 inhabitants) and remote. There happen to be firms like Pöppelmann, world market leader for protective plastic caps and plugs, or Big Dutchman, a world-leading supplier of henhouses.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"A defining characteristic of Germany’s economic geography is the relatively dispersed distribution of its hidden champions. As highlighted by The Economist (9.2.2019), these globally competitive niche firms are not densely concentrated in a few major urban hubs but are spread across Western Germany. While many are still located near big cities, a significant number operate in more remote areas, sometimes due to historical circumstances. For instance, Vechta, a small town with just 31,000 inhabitants, is home to Pöppelmann, the world leader in protective plastic caps and plugs, and Big Dutchman, a global supplier of poultry housing solutions.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Germany's economic geography is uniquely characterized by the widespread distribution of its hidden champions. Unlike many countries where industry clusters around major metropolitan centers, these highly specialized, globally competitive firms are dispersed across Western Germany. While some are near large cities, many thrive in remote regions, often due to historical factors. A prime example is Vechta, a small town with 31,000 residents, which hosts Pöppelmann, a world leader in protective plastic caps and plugs, and Big Dutchman, a global leader in poultry housing solutions. This decentralized industrial landscape underpins Germany’s economic resilience.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Germany’s industrial geography stands out due to its decentralized distribution of hidden champions—highly specialized, globally competitive firms that are not concentrated in major urban centers but spread across Western Germany. While some are near metropolitan areas, many operate successfully in remote regions, shaped by historical factors. For example, the small town of Vechta, with just 31,000 residents, is home to Pöppelmann, a leading producer of protective plastic caps and plugs, and Big Dutchman, a top global supplier of poultry housing solutions. This dispersed economic structure plays a key role in Germany’s industrial resilience.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Furthermore, going back to the dialectic outlook about the prospects of future productivity growth, the concern is that regional economic disparities will widen as a by-product of the ongoing transformation in OECD countries. Advanced economies are undergoing a gradual shift away from traditional manufacturing and towards knowledge-intensive services, which tend to be over-represented in cities. A similar trend may apply when it comes to digitalization. There exist various projections which types of jobs will disappear, and which types of jobs will flourish as new digital technologies diffuse more widely. Many observers expect that there will be no decrease in the overall number of jobs in the economy, but significant shifts in job characteristics including location.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"Looking ahead, concerns about widening regional economic disparities are central to discussions on future productivity growth. As OECD countries transition from traditional manufacturing to knowledge-intensive services, economic activity is becoming increasingly concentrated in urban areas. A similar pattern is expected with digitalization, as new technologies reshape labor markets. While projections vary on which jobs will disappear and which will thrive, many experts believe the overall number of jobs may remain stable. However, the nature and location of employment will likely shift significantly, reinforcing regional imbalances in economic opportunity and productivity.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The future of productivity growth is closely tied to the widening regional economic divide, particularly as OECD countries move away from traditional manufacturing toward knowledge-intensive services. This shift is accelerating urban concentration, a trend likely to be amplified by digitalization. As emerging technologies transform labor markets, predictions differ on which jobs will vanish and which will emerge. However, most experts agree that while the total number of jobs may remain steady, their nature and geographic distribution will change drastically. This evolution risks deepening economic disparities between thriving metropolitan hubs and struggling rural or industrial regions.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"The trajectory of productivity growth is increasingly intertwined with regional economic disparities, especially as OECD nations transition from manufacturing to knowledge-based industries. This transformation is driving urban economic concentration, a pattern that digitalization is expected to reinforce. While forecasts vary on which jobs will decline or flourish, most analysts anticipate that the overall employment level will remain stable. However, the composition and geographic spread of jobs are poised for significant shifts, potentially exacerbating the divide between dynamic urban centers and economically lagging rural or industrial areas.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"This surprising difference is rooted in inefficiencies of the initial spatial equilibrium. There is a mix of positive and negative externalities embedded in the framework that individuals ignore in their private location decisions, representing different agglomeration and congestion forces. In the initial equilibrium, large cities tend to be ‘too large’ from a social point of view, although interregional transport costs and market size effects can work against this tendency. Fiscal transfers effectively countervail over-congestion, because they provide incentives for workers to reside outside the big cities. This can be welfare-enhancing, especially if transport costs for goods are not too large and if the recipient areas are not too remotely located. And vice versa, abolishing the existing transfers can have adverse welfare effects, despite the associated productivity gains, because it makes the problem of over-congestion in large cities even worse.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"This unexpected difference stems from the inefficiencies inherent in the initial spatial equilibrium. The framework includes both positive and negative externalities that individuals often overlook in their private location decisions, reflecting the contrasting forces of agglomeration and congestion. In the initial equilibrium, large cities are often ""too large"" from a social perspective, although factors like interregional transport costs and market size effects can mitigate this tendency. Fiscal transfers help counterbalance over-congestion by providing incentives for workers to settle outside major cities. This can improve overall welfare, particularly if transport costs for goods are not excessively high and if the recipient areas are not too isolated. On the other hand, removing these transfers could lead to negative welfare outcomes, even with potential productivity gains, as it exacerbates the over-congestion problem in large cities.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"This unexpected difference arises from inefficiencies in the initial spatial equilibrium. The framework incorporates both positive and negative externalities that individuals tend to ignore in their private location decisions, reflecting the forces of agglomeration and congestion. In the initial setup, large cities are often ""too large"" from a societal standpoint, though interregional transport costs and market size effects can counterbalance this tendency. Fiscal transfers help alleviate over-congestion by incentivizing workers to move outside major cities. This can enhance overall welfare, especially when transport costs for goods aren't too high and the recipient areas aren't too remote. Conversely, eliminating these transfers could have negative welfare consequences, even with potential productivity gains, as it worsens the over-congestion issue in large cities.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"This unexpected difference stems from inefficiencies within the initial spatial equilibrium. The framework includes both positive and negative externalities that individuals typically overlook in their private location choices, reflecting the competing forces of agglomeration and congestion. In the original equilibrium, large cities often become ""too large"" from a social perspective, although factors such as interregional transport costs and market size can offset this effect. Fiscal transfers help mitigate over-congestion by encouraging workers to settle in areas outside the major cities. This can lead to an overall welfare improvement, particularly when transport costs for goods are manageable and the recipient areas are not overly isolated. On the flip side, removing these transfers could worsen welfare outcomes, even with productivity gains, as it exacerbates the over-congestion issue in large cities.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"However, pure transfer payments also have substantial disadvantages when implemented in practice. In particular, they are passive in nature and may carry a stigma for the recipients, especially when they are paid as monetary compensations to workers who lost their jobs through various forms of exogenous shocks or structural transformations in deeply affected local environments. Those workers, who were often active in manufacturing jobs prior to the decline of their residence region, are seeking for new job perspectives in their local labor market, not for monetary compensations from the government. Put bluntly, they do not want transfers but new perspectives – in the words of leading economist Daron Acemoglu “it is good jobs, not redistribution, that provide people with purpose and meaning in life”.",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,0,,,,,,,,,,
"However, pure transfer payments come with significant drawbacks when implemented in practice. Notably, they are passive by nature and can carry a stigma for recipients, particularly when paid as monetary compensation to workers who have lost their jobs due to exogenous shocks or structural changes in heavily impacted regions. These workers, often previously employed in manufacturing sectors before the decline of their local economies, are not seeking monetary handouts from the government. Instead, they are looking for new employment opportunities in their local labor market. In the words of economist Daron Acemoglu, ""It is good jobs, not redistribution, that provide people with purpose and meaning in life.""",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Pure transfer payments, while common in many policy frameworks, have notable disadvantages when applied in practice. They are often passive in nature and can lead to a stigma for recipients, particularly when such payments are given as compensation to workers who have lost their jobs due to external shocks or structural changes in regions already facing significant challenges. These workers, who were often employed in manufacturing before the decline of their local economies, are not looking for financial handouts. Rather, they seek meaningful employment opportunities in their local labor markets. As economist Daron Acemoglu aptly puts it, ""It is good jobs, not redistribution, that provide people with purpose and meaning in life.""",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"Pure transfer payments, while frequently used in various policy approaches, have several drawbacks when put into practice. These payments tend to be passive and can carry a stigma for recipients, especially when they are provided as compensation to workers who have lost their jobs due to external shocks or structural changes in economically distressed regions. These workers, often having been employed in manufacturing before their local economies faced decline, are not seeking monetary compensation from the government. Instead, they are looking for new job opportunities in their local labor markets. As economist Daron Acemoglu emphasizes, ""It is good jobs, not redistribution, that provide people with purpose and meaning in life.""",10.1016/j.gcrs.2024.100003,Global Challenges & Regional Science,2024,1,,,,,,,,,,
"PFAS (per- and polyfluoroalkyl substances) are a family of fluorine-containing chemical compounds used across various industries due to their unique properties, such as oil, water, stain and soil repellency, as well as chemical and temperature resistance. In the coatings industry, PFAS are utilized in products like industrial paints, powder coatings and plastic coatings. These substances play a critical role in performance-based coatings and protective finishes. However, concerns about environmental and health impacts have led to increased regulatory scrutiny and calls for alternatives.",10.1016/j.fopow.2025.03.005,Focus on Powder Coatings,2025,0,,,,,,,,,,
"PFAS (per- and polyfluoroalkyl substances) are a group of fluorine-containing chemicals widely used in various industries due to their exceptional properties, including resistance to oil, water, stains, soil, chemicals, and extreme temperatures. In the coatings industry, PFAS are incorporated into products such as industrial paints, powder coatings, and plastic coatings, where they contribute to enhanced performance and protective finishes. Despite their effectiveness, growing concerns about their potential environmental and health risks have prompted heightened regulatory oversight and a push for safer alternatives to these substances.",10.1016/j.fopow.2025.03.005,Focus on Powder Coatings,2025,1,,,,,,,,,,
